event,event_date,fighter_1,fighter_2,result,method,round,time
UFC Fight Night: Waterson vs. Hill,2020-09-12,Roxanne Modafferi,Andrea Lee,win,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,2020-09-12,Ed Herman,Mike Rodriguez,win,"SUB

      

        Kimura",3,2:41
UFC Fight Night: Waterson vs. Hill,2020-09-12,King Green,Alan Patrick,win,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,2020-09-12,Billy Quarantillo,Kyle Nelson,win,"KO/TKO

      

        Punch",3,0:07
UFC Fight Night: Waterson vs. Hill,2020-09-12,Sijara Eubanks,Julia Avila,win,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,2020-09-12,Roosevelt Roberts,Kevin Croom,"nc


nc","Overturned

      

        Guillotine Choke",1,0:31
UFC Fight Night: Waterson vs. Hill,2020-09-12,Alexandr Romanov,Roque Martinez,win,"SUB

      

        Arm Triangle",2,4:22
UFC Fight Night: Waterson vs. Hill,2020-09-12,Jalin Turner,Brok Weaver,win,"SUB

      

        Rear Naked Choke",2,4:20
UFC Fight Night: Waterson vs. Hill,2020-09-12,Bryan Barberena,Anthony Ivy,win,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,2020-09-12,Sabina Mazo,Justine Kish,win,"SUB

      

        Rear Naked Choke",3,3:57
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Frankie Edgar,Pedro Munhoz,win,S-DEC,5,5:00
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Mike Rodriguez,Marcin Prachnio,win,"KO/TKO

      

        Elbow",1,2:17
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Joe Solecki,Austin Hubbard,win,"SUB

      

        Rear Naked Choke",1,3:51
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Shana Dobson,Mariya Agapova,win,"KO/TKO

      

        Punches",2,1:38
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Daniel Rodriguez,Dwight Grant,win,"KO/TKO

      

        Punches",1,2:24
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Amanda Lemos,Mizuki,win,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Jordan Wright,Ike Villanueva,win,KO/TKO,1,1:31
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Matthew Semelsberger,Carlton Minus,win,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Timur Valiev,Trevin Jones,"nc


nc","Overturned

      

        Punch",2,1:59
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Derrick Lewis,Aleksei Oleinik,win,"KO/TKO

      

        Punches",2,0:21
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Chris Weidman,Omari Akhmedov,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Darren Stewart,Maki Pitolo,win,"SUB

      

        Guillotine Choke",1,3:41
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Yana Santos,Julija Stoliarenko,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Beneil Dariush,Scott Holtzman,win,"KO/TKO

      

        Spinning Back Fist",1,4:38
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Tim Means,Laureano Staropoli,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Kevin Holland,Joaquin Buckley,win,"KO/TKO

      

        Punch",3,0:32
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Nasrat Haqparast,Alexander Munoz,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Andrew Sanchez,Wellington Turman,win,"KO/TKO

      

        Punch",1,4:14
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Gavin Tucker,Justin Jaynes,win,"SUB

      

        Rear Naked Choke",3,1:43
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Youssef Zalal,Peter Barrett,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Irwin Rivera,Ali AlQaisi,win,S-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Derek Brunson,Edmen Shahbazyan,win,"KO/TKO

      

        Punches",3,0:26
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Jennifer Maia,Joanne Wood,win,"SUB

      

        Armbar",1,4:29
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Vicente Luque,Randy Brown,win,"KO/TKO

      

        Knee",2,4:56
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,King Green,Lando Vannata,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Jonathan Martinez,Frankie Saenz,win,"KO/TKO

      

        Knee",3,0:57
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Nate Maness,Johnny Munoz,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Jamall Emmers,Vince Cachero,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Chris Gutierrez,Cody Durden,"draw


draw",U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Aleksandar Rakic,Anthony Smith,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Neil Magny,Robbie Lawler,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Alexa Grasso,Ji Yeon Kim,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Ricardo Lamas,Bill Algeo,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Impa Kasanganay,Maki Pitolo,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Zak Cummings,Alessio Di Chirico,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,2020-08-29,Alex Caceres,Austin Springer,win,"SUB

      

        Rear Naked Choke",1,3:38
UFC Fight Night: Smith vs. Rakic,2020-08-29,Sean Brady,Christian Aguilera,win,"SUB

      

        Guillotine Choke",2,1:47
UFC Fight Night: Smith vs. Rakic,2020-08-29,Polyana Viana,Emily Whitmire,win,"SUB

      

        Armbar",1,1:53
UFC Fight Night: Smith vs. Rakic,2020-08-29,Mallory Martin,Hannah Cifers,win,"SUB

      

        Rear Naked Choke",2,1:33
UFC 252: Miocic vs. Cormier 3,2020-08-15,Stipe Miocic,Daniel Cormier,win,U-DEC,5,5:00
UFC 252: Miocic vs. Cormier 3,2020-08-15,Marlon Vera,Sean O'Malley,win,"KO/TKO

      

        Elbows",1,4:40
UFC 252: Miocic vs. Cormier 3,2020-08-15,Jairzinho Rozenstruik,Junior Dos Santos,win,"KO/TKO

      

        Punch",2,3:47
UFC 252: Miocic vs. Cormier 3,2020-08-15,Daniel Pineda,Herbert Burns,win,"KO/TKO

      

        Elbows",2,4:37
UFC 252: Miocic vs. Cormier 3,2020-08-15,Merab Dvalishvili,John Dodson,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,2020-08-15,Vinc Pichel,Jim Miller,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,2020-08-15,Virna Jandiroba,Felice Herrig,win,"SUB

      

        Armbar",1,1:44
UFC 252: Miocic vs. Cormier 3,2020-08-15,Danny Chavez,TJ Brown,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,2020-08-15,Livinha Souza,Ashley Yoder,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,2020-08-15,Chris Daukaus,Parker Porter,win,"KO/TKO

      

        Knee",1,4:28
UFC 252: Miocic vs. Cormier 3,2020-08-15,Kai Kamaka,Tony Kelley,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,2020-07-25,Robert Whittaker,Darren Till,win,U-DEC,5,5:00
UFC Fight Night: Whittaker vs. Till,2020-07-25,Mauricio Rua,Rogerio Nogueira,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,2020-07-25,Fabricio Werdum,Alexander Gustafsson,win,"SUB

      

        Armbar",1,2:30
UFC Fight Night: Whittaker vs. Till,2020-07-25,Carla Esparza,Marina Rodriguez,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,2020-07-25,Paul Craig,Gadzhimurad Antigulov,win,"SUB

      

        Triangle Choke",1,2:06
UFC Fight Night: Whittaker vs. Till,2020-07-25,Alex Oliveira,Peter Sobotta,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,2020-07-25,Khamzat Chimaev,Rhys McKee,win,"KO/TKO

      

        Punches",1,3:09
UFC Fight Night: Whittaker vs. Till,2020-07-25,Francisco Trinaldo,Jai Herbert,win,"KO/TKO

      

        Punch",3,1:30
