event,event_date,fighter_1,fighter_2,result,f1_kd,f1_sig_str_attempted,f1_sig_str_landed,f1_sub_att,f1_td_attempted,f1_td_landed,f1_total_str_attempted,f1_total_str_landed,f2_kd,f2_sig_str_attempted,f2_sig_str_landed,f2_sub_att,f2_td_attempted,f2_td_landed,f2_total_str_attempted,f2_total_str_landed,method,round,time
UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Mario Bautista,Benito Lopez,win,0,67,44,3,1,1,72,49,0,25,17,0,0,0,25,17,"SUB

      

        Triangle Armbar",1,4:54
UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Polyana Viana,Jinh Yu Frey,win,1,18,11,0,0,0,18,11,0,14,6,0,0,0,14,6,"KO/TKO

      

        Punches",1,0:47
UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Johnny Munoz,Liudvik Sholinian,win,0,152,56,0,2,0,166,70,0,227,78,0,4,2,270,114,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Jake Hadley,Carlos Candelario,win,0,148,69,0,1,1,148,69,0,169,90,1,0,0,188,107,"SUB

      

        Triangle Choke",2,2:39
UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Tamires Vidal,Ramona Pascual,win,1,29,17,0,1,0,34,22,0,14,13,0,0,0,18,17,"KO/TKO

      

        Flying Knee",1,3:06
UFC Fight Night: Kattar vs. Allen,2022-10-29,Arnold Allen,Calvin Kattar,win,0,58,14,0,0,0,58,14,0,67,28,0,0,0,67,28,KO/TKO,2,0:08
UFC Fight Night: Kattar vs. Allen,2022-10-29,Max Griffin,Tim Means,win,0,115,47,0,5,3,215,143,1,78,42,0,6,3,96,56,S-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,2022-10-29,Waldo Cortes Acosta,Jared Vanderaa,win,0,158,73,0,0,0,158,73,0,138,56,0,1,0,143,59,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,2022-10-29,Tresean Gore,Josh Fremd,win,0,54,24,0,1,0,57,27,0,20,10,1,4,3,25,14,"SUB

      

        Guillotine Choke",2,0:49
UFC Fight Night: Kattar vs. Allen,2022-10-29,Khalil Rountree Jr.,Dustin Jacoby,win,0,255,120,0,3,0,257,122,0,237,85,0,0,0,241,88,S-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,2022-10-29,Roman Dolidze,Phil Hawes,win,0,26,11,0,1,1,31,15,1,42,18,1,0,0,57,29,"KO/TKO

      

        Punches",1,4:09
UFC Fight Night: Kattar vs. Allen,2022-10-29,Marcos Rogerio de Lima,Andrei Arlovski,win,0,5,2,0,0,0,6,3,1,11,6,1,0,0,33,25,"SUB

      

        Rear Naked Choke",1,1:50
UFC Fight Night: Kattar vs. Allen,2022-10-29,JunYong Park,Joseph Holmes,win,0,40,20,0,0,0,42,21,0,33,18,2,4,2,76,48,"SUB

      

        Rear Naked Choke",2,3:04
UFC Fight Night: Kattar vs. Allen,2022-10-29,Steve Garcia,Chase Hooper,win,0,30,10,0,1,0,32,10,3,44,29,0,0,0,46,31,"KO/TKO

      

        Punches",1,1:32
UFC Fight Night: Kattar vs. Allen,2022-10-29,Cody Durden,Carlos Mota,win,0,37,17,0,8,4,95,51,0,29,12,1,0,0,62,36,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,2022-10-29,Christian Rodriguez,Joshua Weems,win,0,23,9,1,2,0,30,15,0,26,18,0,3,2,32,22,"SUB

      

        Anaconda Choke",1,4:07
UFC 281: Adesanya vs. Pereira,2022-11-12,Alex Pereira,Israel Adesanya,win,0,162,86,0,4,1,209,119,0,157,91,0,1,1,214,140,"KO/TKO

      

        Punches",5,2:01
UFC 281: Adesanya vs. Pereira,2022-11-12,Zhang Weili,Carla Esparza,win,0,32,6,0,4,1,50,19,0,78,37,1,0,0,90,42,"SUB

      

        Rear Naked Choke",2,1:05
UFC 281: Adesanya vs. Pereira,2022-11-12,Dustin Poirier,Michael Chandler,win,0,76,38,2,0,0,105,63,0,100,43,0,7,3,135,65,"SUB

      

        Rear Naked Choke",3,2:00
UFC 281: Adesanya vs. Pereira,2022-11-12,Chris Gutierrez,Frankie Edgar,win,0,12,2,0,0,0,12,2,1,20,10,0,0,0,20,10,"KO/TKO

      

        Knee",1,2:01
UFC 281: Adesanya vs. Pereira,2022-11-12,Dan Hooker,Claudio Puelles,win,1,63,29,1,0,0,73,37,0,18,5,1,8,0,18,5,"KO/TKO

      

        Kick",2,4:06
UFC 281: Adesanya vs. Pereira,2022-11-12,Renato Moicano,Brad Riddell,win,0,25,14,0,1,0,25,14,0,33,10,1,1,0,35,11,"SUB

      

        Rear Naked Choke",1,3:20
UFC 281: Adesanya vs. Pereira,2022-11-12,Ryan Spann,Dominick Reyes,win,0,12,5,0,0,0,12,5,1,17,8,0,1,0,17,8,"KO/TKO

      

        Punch",1,1:20
UFC 281: Adesanya vs. Pereira,2022-11-12,Erin Blanchfield,Molly McCann,win,0,38,25,2,1,1,115,93,0,13,7,0,0,0,13,7,"SUB

      

        Kimura",1,3:37
UFC 281: Adesanya vs. Pereira,2022-11-12,Andre Petroski,Wellington Turman,win,0,96,42,2,11,8,119,58,0,86,41,1,3,1,118,71,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,2022-11-12,Matt Frevola,Ottman Azaitar,win,1,27,11,0,0,0,28,12,0,22,10,0,0,0,23,11,"KO/TKO

      

        Punch",1,2:30
UFC 281: Adesanya vs. Pereira,2022-11-12,Karolina Kowalkiewicz,Silvana Gomez Juarez,win,0,202,74,0,2,2,230,90,0,263,77,0,0,0,267,79,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,2022-11-12,Michael Trizano,SeungWoo Choi,win,2,53,32,0,0,0,55,34,1,73,26,0,1,0,74,26,"KO/TKO

      

        Punch",1,4:51
UFC 281: Adesanya vs. Pereira,2022-11-12,Montel Jackson,Julio Arce,win,0,126,26,0,2,1,156,44,1,106,48,0,3,0,127,64,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,2022-11-12,Carlos Ulberg,Nicolae Negumereanu,win,1,23,14,0,0,0,23,14,0,14,2,0,0,0,14,2,"KO/TKO

      

        Punch",1,3:44
UFC 280: Oliveira vs. Makhachev,2022-10-22,Islam Makhachev,Charles Oliveira,win,0,39,19,0,1,0,46,25,1,41,30,1,3,2,86,72,"SUB

      

        Arm Triangle",2,3:16
UFC 280: Oliveira vs. Makhachev,2022-10-22,Aljamain Sterling,TJ Dillashaw,win,0,93,72,2,8,5,181,148,0,26,8,0,0,0,31,13,"KO/TKO

      

        Punches",2,3:44
UFC 280: Oliveira vs. Makhachev,2022-10-22,Sean O'Malley,Petr Yan,win,0,96,58,0,13,6,139,97,0,163,84,0,1,0,171,91,S-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Beneil Dariush,Mateusz Gamrot,win,1,130,59,0,0,0,138,67,0,81,33,0,19,4,86,38,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Manon Fiorot,Katlyn Cerminara,win,0,286,76,0,0,0,286,76,0,279,98,0,2,1,280,99,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Belal Muhammad,Sean Brady,win,0,209,80,0,0,0,209,80,0,118,58,0,5,0,118,58,"KO/TKO

      

        Punches",2,4:47
UFC 280: Oliveira vs. Makhachev,2022-10-22,Caio Borralho,Makhmud Muradov,win,0,35,14,0,2,2,103,76,0,32,19,2,2,1,77,57,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Nikita Krylov,Volkan Oezdemir,win,0,81,42,0,1,1,157,108,0,121,57,1,20,7,251,171,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,win,0,67,40,0,4,1,104,76,0,99,38,0,7,1,142,79,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Armen Petrosyan,AJ Dobson,win,0,246,118,0,1,0,246,118,0,161,58,0,3,3,168,64,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,2022-10-22,Muhammad Mokaev,Malcolm Gordon,win,0,30,21,1,7,6,130,119,0,38,17,1,1,1,62,38,"SUB

      

        Armbar",3,4:26
UFC 280: Oliveira vs. Makhachev,2022-10-22,Karol Rosa,Lina Lansberg,win,0,74,54,0,6,3,190,160,1,60,36,0,0,0,132,100,M-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,2022-10-01,Yan Xiaonan,Mackenzie Dern,win,0,151,61,2,11,2,339,224,0,195,113,0,0,0,240,151,M-DEC,5,5:00
UFC Fight Night: Dern vs. Yan,2022-10-01,Randy Brown,Francisco Trinaldo,win,1,141,60,1,1,0,148,65,0,67,40,0,4,1,111,82,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,2022-10-01,Raoni Barcelos,Trevin Jones,win,1,119,73,0,5,2,171,119,0,57,11,0,2,0,61,15,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,2022-10-01,Sodiq Yusuff,Don Shainis,win,0,9,9,1,0,0,9,9,0,3,3,0,1,0,9,9,"SUB

      

        Guillotine Choke",1,0:30
UFC Fight Night: Dern vs. Yan,2022-10-01,Mike Davis,Viacheslav Borshchev,win,0,133,65,1,11,9,174,101,0,118,63,0,0,0,139,84,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,2022-10-01,Daniel Santos,John Castaneda,win,1,106,57,0,6,3,118,67,1,134,69,0,4,2,137,71,"KO/TKO

      

        Knee",2,4:28
UFC Fight Night: Dern vs. Yan,2022-10-01,Ilir Latifi,Aleksei Oleinik,win,0,48,38,0,6,3,88,74,0,70,28,0,0,0,113,68,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,2022-10-01,Joaquim Silva,Jesse Ronson,win,1,90,45,0,0,0,96,51,0,83,39,0,1,0,83,39,"KO/TKO

      

        Flying Knee",2,3:08
UFC Fight Night: Dern vs. Yan,2022-10-01,Brendan Allen,Krzysztof Jotko,win,0,6,3,0,0,0,26,21,0,6,3,1,1,1,16,12,"SUB

      

        Rear Naked Choke",1,4:17
UFC Fight Night: Dern vs. Yan,2022-10-01,Chelsea Chandler,Julija Stoliarenko,win,0,27,12,0,3,1,36,20,0,70,38,0,0,0,81,47,"KO/TKO

      

        Punches",1,4:15
UFC Fight Night: Dern vs. Yan,2022-10-01,Guido Cannetti,Randy Costa,win,0,13,8,1,1,1,13,8,0,7,2,0,0,0,7,2,"SUB

      

        Rear Naked Choke",1,1:04
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Alexa Grasso,Viviane Araujo,win,0,311,153,0,0,0,353,193,0,264,126,0,10,2,288,148,U-DEC,5,5:00
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Jonathan Martinez,Cub Swanson,win,0,79,51,0,1,1,88,60,2,102,62,0,1,0,106,66,"KO/TKO

      

        Kick",2,4:19
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Dusko Todorovic,Jordan Wright,win,0,41,25,1,5,3,83,66,0,80,61,0,4,0,132,107,"KO/TKO

      

        Elbows",2,3:12
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Raphael Assuncao,Victor Henry,win,0,91,60,0,5,2,110,78,0,126,55,0,1,0,134,61,U-DEC,3,5:00
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Alonzo Menifield,Misha Cirkunov,win,0,8,5,0,4,0,9,6,1,17,8,0,0,0,17,8,"KO/TKO

      

        Punch",1,1:28
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Mana Martinez,Brandon Davis,win,2,161,87,0,4,1,162,87,0,181,76,0,3,1,189,84,S-DEC,3,5:00
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Jacob Malkoun,Nick Maximov,win,0,102,34,0,0,0,124,56,0,164,83,0,13,9,214,129,U-DEC,3,5:00
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Joanderson Brito,Lucas Alexander,win,0,8,4,1,2,2,11,7,0,2,1,0,0,0,2,1,"SUB

      

        Rear Naked Choke",1,2:02
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Piera Rodriguez,Sam Hughes,win,0,160,83,0,11,5,166,89,0,155,69,0,1,0,164,78,U-DEC,3,5:00
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Tatsuro Taira,CJ Vergara,win,0,36,22,2,8,3,46,31,0,30,19,0,0,0,40,29,"SUB

      

        Armbar",2,4:19
UFC Fight Night: Grasso vs. Araujo,2022-10-15,Pete Rodriguez,Mike Jackson,win,0,15,10,0,1,0,16,11,1,33,22,0,0,0,39,26,"KO/TKO

      

        Knee",1,1:33
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Cory Sandhagen,Song Yadong,win,0,222,94,0,14,1,259,130,0,145,54,0,2,2,224,130,KO/TKO,4,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Gregory Rodrigues,Chidi Njokuani,win,0,65,44,0,0,0,68,47,1,90,48,0,3,1,102,60,"KO/TKO

      

        Punches",2,1:27
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Andre Fili,Bill Algeo,win,0,142,59,2,3,1,151,67,0,170,81,0,3,0,246,151,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Joe Pyfer,Alen Amedovski,win,1,45,14,0,0,0,45,14,0,30,11,0,0,0,30,11,"KO/TKO

      

        Punch",1,3:55
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Rodrigo Nascimento,Tanner Boser,win,0,115,62,0,0,0,220,163,0,86,36,1,7,3,149,91,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Anthony Hernandez,Marc-Andre Barriault,win,0,60,39,2,14,8,84,58,0,53,25,0,0,0,62,34,"SUB

      

        Arm Triangle",3,1:53
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Damon Jackson,Pat Sabatini,win,0,20,11,0,1,1,27,16,0,3,1,0,1,0,3,1,"KO/TKO

      

        Punches",1,1:09
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Trevin Giles,Louis Cosce,win,0,46,25,0,5,2,66,45,0,38,10,1,1,1,49,21,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Loma Lookboonmee,Denise Gomes,win,0,34,19,3,6,0,66,45,0,67,48,0,5,4,115,87,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Trey Ogden,Daniel Zellhuber,win,0,168,71,0,9,1,169,72,0,178,52,0,0,0,178,52,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Gillian Robertson,Mariya Agapova,win,0,58,39,1,0,0,107,84,0,14,4,1,7,3,20,7,"SUB

      

        Rear Naked Choke",2,2:19
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Javid Basharat,Tony Gravely,win,0,113,33,0,13,2,119,39,0,149,80,0,4,2,177,106,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,2022-09-17,Nikolas Motta,Cameron VanCamp,win,1,45,24,0,0,0,45,24,0,40,15,0,0,0,40,15,"KO/TKO

      

        Punch",1,3:49
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Ciryl Gane,Tai Tuivasa,win,1,168,110,0,1,0,168,110,1,89,29,0,0,0,89,29,"KO/TKO

      

        Punches",3,4:23
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Robert Whittaker,Marvin Vettori,win,0,166,74,0,1,1,166,74,0,116,33,0,1,0,121,38,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Nassourdine Imavov,Joaquin Buckley,win,0,109,51,2,7,2,142,68,0,174,46,0,3,0,183,55,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Roman Kopylov,Alessio Di Chirico,win,0,126,39,0,4,0,131,43,1,122,59,0,0,0,129,66,"KO/TKO

      

        Punches",3,1:09
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,William Gomis,Jarno Errens,win,0,70,32,0,5,3,121,69,0,53,20,1,2,0,64,31,M-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Nathaniel Wood,Charles Jourdain,win,0,203,86,0,2,1,232,115,0,202,97,0,8,5,234,128,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Abus Magomedov,Dustin Stoltzfus,win,1,7,7,0,0,0,7,7,0,2,0,0,0,0,2,0,"KO/TKO

      

        Punches",1,0:19
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Nasrat Haqparast,John Makdessi,win,0,196,73,0,0,0,196,73,1,173,64,0,3,2,181,72,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Fares Ziam,Michal Figlak,win,0,108,60,0,7,3,162,111,0,96,28,0,5,1,126,55,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Benoit Saint Denis,Gabriel Miranda,win,3,67,42,0,1,1,110,81,0,37,20,0,3,1,53,33,"KO/TKO

      

        Punch",2,0:16
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Cristian Quinonez,Khalid Taha,win,0,27,6,0,0,0,27,6,0,47,19,0,0,0,47,19,"KO/TKO

      

        Punches",1,3:15
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Stephanie Egger,Ailin Perez,win,0,22,15,1,7,2,64,47,0,34,16,0,3,1,61,41,"SUB

      

        Rear Naked Choke",2,4:54
UFC 279: Diaz vs. Ferguson,2022-09-10,Nate Diaz,Tony Ferguson,win,0,217,101,1,0,0,217,101,0,172,80,0,3,1,172,80,"SUB

      

        Guillotine Choke",4,2:52
UFC 279: Diaz vs. Ferguson,2022-09-10,Khamzat Chimaev,Kevin Holland,win,0,1,0,2,5,2,2,1,0,0,0,0,0,0,0,0,"SUB

      

        D'Arce Choke",1,2:13
UFC 279: Diaz vs. Ferguson,2022-09-10,Daniel Rodriguez,Li Jingliang,win,0,175,78,0,1,1,175,78,0,185,88,0,0,0,186,89,S-DEC,3,5:00
UFC 279: Diaz vs. Ferguson,2022-09-10,Irene Aldana,Macy Chiasson,win,1,71,37,2,0,0,85,51,0,94,39,0,8,3,140,72,"KO/TKO

      

        Kick",3,2:21
UFC 279: Diaz vs. Ferguson,2022-09-10,Johnny Walker,Ion Cutelaba,win,0,3,3,3,1,1,21,17,0,5,3,0,1,1,23,17,"SUB

      

        Rear Naked Choke",1,4:37
UFC 279: Diaz vs. Ferguson,2022-09-10,Julian Erosa,Hakeem Dawodu,win,0,147,74,0,0,0,163,90,0,188,92,0,6,2,257,152,U-DEC,3,5:00
UFC 279: Diaz vs. Ferguson,2022-09-10,Jailton Almeida,Anton Turkalj,win,0,24,17,2,3,3,31,23,0,1,1,0,0,0,22,19,"SUB

      

        Rear Naked Choke",1,4:27
UFC 279: Diaz vs. Ferguson,2022-09-10,Denis Tiuliulin,Jamie Pickett,win,2,161,73,0,1,0,178,87,0,111,60,0,5,0,114,63,"KO/TKO

      

        Punches",2,4:52
UFC 279: Diaz vs. Ferguson,2022-09-10,Chris Barnett,Jake Collier,win,1,98,51,1,2,1,107,57,0,98,54,0,0,0,132,83,"KO/TKO

      

        Punches",2,2:24
UFC 279: Diaz vs. Ferguson,2022-09-10,Norma Dumont,Danyelle Wolf,win,1,110,52,0,2,2,161,99,0,95,20,0,0,0,120,44,U-DEC,3,5:00
UFC 279: Diaz vs. Ferguson,2022-09-10,Alatengheili,Chad Anheliger,win,0,143,39,0,0,0,163,56,0,131,49,0,2,2,148,60,U-DEC,3,5:00
UFC 279: Diaz vs. Ferguson,2022-09-10,Elise Reed,Melissa Martinez,win,0,78,45,0,2,1,96,63,1,70,38,0,3,3,99,65,U-DEC,3,5:00
UFC 279: Diaz vs. Ferguson,2022-09-10,Yohan Lainesse,Darian Weeks,win,0,108,44,0,9,1,113,49,0,66,23,0,2,0,67,24,S-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Leon Edwards,Kamaru Usman,win,0,135,83,0,12,5,247,189,1,75,55,1,5,1,85,64,"KO/TKO

      

        Kick",5,4:04
UFC 278: Usman vs. Edwards,2022-08-20,Paulo Costa,Luke Rockhold,win,0,103,73,0,2,2,137,106,0,70,51,0,4,1,78,57,U-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Merab Dvalishvili,Jose Aldo,win,0,67,38,0,0,0,92,59,0,147,57,0,16,0,230,135,U-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Lucie Pudilova,Wu Yanan,win,0,42,26,0,0,0,48,32,0,81,39,1,3,2,96,51,"KO/TKO

      

        Elbows",2,4:04
UFC 278: Usman vs. Edwards,2022-08-20,Tyson Pedro,Harry Hunsucker,win,1,11,6,0,0,0,11,6,0,4,2,0,0,0,4,2,"KO/TKO

      

        Kick",1,1:05
UFC 278: Usman vs. Edwards,2022-08-20,Marcin Tybura,Alexandr Romanov,win,0,98,47,0,0,0,135,82,0,88,40,0,6,2,160,95,M-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Jared Gordon,Leonardo Santos,win,0,81,36,0,3,0,86,41,0,174,116,0,0,0,265,203,U-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Sean Woodson,Luis Saldana,"draw


draw",0,157,73,1,0,0,170,86,2,176,91,0,7,1,181,96,S-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Ange Loosa,AJ Fletcher,win,0,181,87,0,4,0,201,103,0,233,129,0,4,2,354,241,U-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Amir Albazi,Francisco Figueiredo,win,0,18,12,1,4,2,29,23,0,15,11,0,0,0,18,14,"SUB

      

        Rear Naked Choke",1,4:34
UFC 278: Usman vs. Edwards,2022-08-20,Aoriqileng,Jay Perrin,win,0,132,72,0,3,0,163,102,0,167,88,0,7,3,188,106,U-DEC,3,5:00
UFC 278: Usman vs. Edwards,2022-08-20,Victor Altamirano,Daniel Lacerda,win,1,45,22,0,0,0,51,27,1,83,58,0,0,0,123,94,"KO/TKO

      

        Punches",1,3:39
UFC Fight Night: Vera vs. Cruz,2022-08-13,Marlon Vera,Dominick Cruz,win,3,156,61,0,0,0,160,63,0,249,92,0,7,2,259,100,"KO/TKO

      

        Kick",4,2:17
UFC Fight Night: Vera vs. Cruz,2022-08-13,Nate Landwehr,David Onama,win,0,185,91,2,4,3,253,133,1,174,71,0,6,1,186,79,M-DEC,3,5:00
UFC Fight Night: Vera vs. Cruz,2022-08-13,Yazmin Jauregui,Iasmin Lucindo,win,0,218,86,0,0,0,219,87,0,181,66,0,2,0,181,66,U-DEC,3,5:00
UFC Fight Night: Vera vs. Cruz,2022-08-13,Azamat Murzakanov,Devin Clark,win,0,52,14,0,0,0,83,39,1,106,79,0,1,0,127,95,"KO/TKO

      

        Punch",3,1:18
UFC Fight Night: Vera vs. Cruz,2022-08-13,Priscila Cachoeira,Ariane da Silva,win,1,35,20,0,0,0,35,20,0,15,4,0,0,0,15,4,"KO/TKO

      

        Punches",1,1:05
UFC Fight Night: Vera vs. Cruz,2022-08-13,Gerald Meerschaert,Bruno Silva,win,0,81,29,0,0,0,93,38,1,114,46,1,6,1,136,61,"SUB

      

        Guillotine Choke",3,1:39
UFC Fight Night: Vera vs. Cruz,2022-08-13,Angela Hill,Loopy Godinez,win,0,218,85,0,6,1,225,88,0,241,92,0,3,1,250,98,U-DEC,3,5:00
UFC Fight Night: Vera vs. Cruz,2022-08-13,Martin Buday,Lukasz Brzeski,win,0,188,66,0,0,0,188,66,0,273,118,0,0,0,280,124,S-DEC,3,5:00
UFC Fight Night: Vera vs. Cruz,2022-08-13,Nina Nunes,Cynthia Calvillo,win,0,139,48,0,6,3,159,66,0,133,39,0,1,0,142,47,S-DEC,3,5:00
UFC Fight Night: Vera vs. Cruz,2022-08-13,Gabriel Benitez,Charlie Ontiveros,win,0,60,37,0,2,1,74,47,0,47,22,0,0,0,55,28,"KO/TKO

      

        Punches",1,3:33
UFC Fight Night: Vera vs. Cruz,2022-08-13,Tyson Nam,Ode Osbourne,win,0,41,15,0,0,0,41,15,1,25,13,0,0,0,25,13,"KO/TKO

      

        Punch",1,2:59
UFC Fight Night: Vera vs. Cruz,2022-08-13,Josh Quinlan,Jason Witt,win,0,12,1,0,2,1,13,2,1,12,3,0,0,0,12,3,"KO/TKO

      

        Punch",1,2:09
UFC Fight Night: Vera vs. Cruz,2022-08-13,Youssef Zalal,Da'Mon Blackshear,"draw


draw",0,150,63,1,1,1,179,82,0,69,27,1,5,1,91,40,M-DEC,3,5:00
UFC Fight Night: Santos vs. Hill,2022-08-06,Jamahal Hill,Thiago Santos,win,0,94,53,0,20,6,98,56,0,152,89,0,0,0,194,130,"KO/TKO

      

        Elbows",4,2:31
UFC Fight Night: Santos vs. Hill,2022-08-06,Geoff Neal,Vicente Luque,win,0,203,97,0,0,0,203,97,2,211,121,0,3,1,215,125,"KO/TKO

      

        Punches",3,2:01
UFC Fight Night: Santos vs. Hill,2022-08-06,Mohammed Usman,Zac Pauga,win,1,40,12,0,1,0,41,13,0,50,32,0,0,0,51,33,"KO/TKO

      

        Punch",2,0:36
UFC Fight Night: Santos vs. Hill,2022-08-06,Juliana Miller,Brogan Walker,win,0,48,30,0,0,0,74,52,0,85,54,1,4,4,156,110,"KO/TKO

      

        Elbows",3,3:57
UFC Fight Night: Santos vs. Hill,2022-08-06,Serghei Spivac,Augusto Sakai,win,0,23,8,0,0,0,29,14,0,49,33,1,8,6,119,86,"KO/TKO

      

        Punches",2,3:42
UFC Fight Night: Santos vs. Hill,2022-08-06,Terrance McKinney,Erick Gonzalez,win,0,37,18,1,1,1,42,23,0,16,9,0,1,0,18,10,"SUB

      

        Rear Naked Choke",1,2:17
UFC Fight Night: Santos vs. Hill,2022-08-06,Michal Oleksiejczuk,Sam Alvey,win,0,11,3,0,1,0,11,3,2,37,22,0,0,0,57,40,"KO/TKO

      

        Punch",1,1:56
UFC Fight Night: Santos vs. Hill,2022-08-06,Bryan Battle,Takashi Sato,win,1,10,7,0,0,0,10,7,0,8,2,0,0,0,8,2,"KO/TKO

      

        Kick",1,0:44
UFC Fight Night: Santos vs. Hill,2022-08-06,Cory McKenna,Miranda Granger,win,0,22,13,2,4,3,53,43,0,34,13,0,0,0,35,14,"SUB

      

        Von Flue Choke",2,1:03
UFC Fight Night: Santos vs. Hill,2022-08-06,Mayra Bueno Silva,Stephanie Egger,win,0,4,4,1,0,0,4,4,0,13,8,0,1,1,17,12,"SUB

      

        Armbar",1,1:17
UFC 277: Pena vs. Nunes 2,2022-07-30,Amanda Nunes,Julianna Pena,win,0,154,60,1,0,0,239,130,3,152,85,1,8,6,201,126,U-DEC,5,5:00
UFC 277: Pena vs. Nunes 2,2022-07-30,Brandon Moreno,Kai Kara-France,win,1,151,58,0,3,0,153,59,0,110,53,0,2,1,123,66,"KO/TKO

      

        Kick",3,4:34
UFC 277: Pena vs. Nunes 2,2022-07-30,Sergei Pavlovich,Derrick Lewis,win,0,6,4,0,0,0,6,4,1,24,15,0,0,0,24,15,"KO/TKO

      

        Punches",1,0:55
UFC 277: Pena vs. Nunes 2,2022-07-30,Alexandre Pantoja,Alex Perez,win,0,12,8,1,1,1,12,8,0,14,10,0,1,0,14,10,"SUB

      

        Neck Crank",1,1:31
UFC 277: Pena vs. Nunes 2,2022-07-30,Magomed Ankalaev,Anthony Smith,win,0,79,46,0,0,0,102,64,0,36,18,0,1,0,39,21,"KO/TKO

      

        Punches",2,3:09
UFC 277: Pena vs. Nunes 2,2022-07-30,Alex Morono,Matthew Semelsberger,win,0,194,106,0,4,0,209,119,1,229,74,0,1,1,241,86,U-DEC,3,5:00
